uniprot_id	ec_number	protein_name	organism	score
A0AAE4G6E8_9BURK	EC:2.1.1.198	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	Herbaspirillum huttiense NC40101	250
A0A7Y6D1F5_9MICC	EC:2.1.1.198	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	Pseudarthrobacter sp. C4D7	250
A0A0N1L6S1_9PROT	EC:2.1.1.199	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	beta proteobacterium AAP51	150
A0A1W9U4X3_9BACT	EC:2.1.1.199	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	Desulfobacterium sp. 4572_20	250
A0AAE4G4X6_9BURK	EC:2.1.1.199	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	Herbaspirillum huttiense NC40101	250
A0A4Y6R1L9_9MICC	EC:2.1.1.199	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	Pseudarthrobacter sp. NIBRBAC000502772	250
RSMH_PSEU2	EC:2.1.1.199	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	Pseudomonas syringae pv. syringae (strain B728a)	250
A0A380W1Z4_AFIFE	EC:2.1.1.201	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	Afipia felis (Cat scratch disease bacillus)	150
A0A0N0J7D7_9PROT	EC:2.1.1.201	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	beta proteobacterium AAP65	150
A0A7W8KP96_9BURK	EC:2.1.1.201	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)	Herbaspirillum sp. SJZ102	250
A0A090ZC81_PAEMA	EC:2.1.1.207	Putative tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase)	Paenibacillus macerans (Bacillus macerans)	150
B6BUV6_9PROT	EC:2.1.1.207	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL)	beta proteobacterium KB13	150
A0A445N014_9BACT	EC:2.1.1.207	Putative tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase)	uncultured Desulfobacterium sp	150
A0A542LNT5_9BURK	EC:2.1.1.207	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL)	Herbaspirillum sp. SJZ107	250
A0A5R8WF71_9MICC	EC:2.1.1.207	Putative tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase)	Pseudarthrobacter sp. NamE2	250
A0A7W4UUZ3_LEIAQ	EC:2.1.1.219	tRNA (Adenine57-N1/adenine58-N1)-methyltransferase (EC 2.1.1.219, EC 2.1.1.220)	Leifsonia aquatica (Corynebacterium aquaticum)	150
A0AAW8N7E8_PSEOX	EC:2.1.1.219	tRNA (Adenine57-N1/adenine58-N1)-methyltransferase (EC 2.1.1.219, EC 2.1.1.220)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
A0AAW8N7E8_PSEOX	EC:2.1.1.220	tRNA (Adenine57-N1/adenine58-N1)-methyltransferase (EC 2.1.1.219, EC 2.1.1.220)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
B6BTP2_9PROT	EC:2.1.1.222	Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)	beta proteobacterium KB13	150
A0A6M3ZVH8_9BURK	EC:2.1.1.222	Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)	Herbaspirillum rubrisubalbicans Os34	250
A0AAW8NG18_PSEOX	EC:2.1.1.226	23S rRNA (Cytidine1920-2'-O)/16S rRNA (Cytidine1409-2'-O)-methyltransferase (EC 2.1.1.226, EC 2.1.1.227)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
A0AAW8NG18_PSEOX	EC:2.1.1.227	23S rRNA (Cytidine1920-2'-O)/16S rRNA (Cytidine1409-2'-O)-methyltransferase (EC 2.1.1.226, EC 2.1.1.227)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
A0A0N1LDE3_9PROT	EC:2.1.1.228	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	beta proteobacterium AAP99	150
C0QKU1_DESAH	EC:2.1.1.228	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A6M3ZNI1_9BURK	EC:2.1.1.228	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	Herbaspirillum rubrisubalbicans Os34	250
A0A7K1NTC5_9MICC	EC:2.1.1.228	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	Pseudarthrobacter sp. GA104	250
M1SP01_9PROT	EC:2.1.1.266	Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.266) (23S rRNA (adenine(2030)-N6)-methyltransferase) (23S rRNA m6A2030 methyltransferase)	beta proteobacterium CB	150
A0A5F0M050_9BURK	EC:2.1.1.266	Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.266) (23S rRNA (adenine(2030)-N6)-methyltransferase) (23S rRNA m6A2030 methyltransferase)	Herbaspirillum sp. 3C11	250
A0A839VPD1_9BURK	EC:2.1.1.271	Precorrin-4/cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133, EC 2.1.1.271)	Herbaspirillum sp. Sphag64	250
A0A7W8C976_9MYCO	EC:2.1.1.271	Precorrin-4/cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133, EC 2.1.1.271)	Mycobacterium sp. AZCC_0083	250
A0A1A8Y058_9RHOO	EC:2.1.1.271	Cobalt-precorrin-4 C(11)-methyltransferase (EC 2.1.1.271)	Candidatus Propionivibrio aalborgensis	150
A0A7X2IHM2_9BURK	EC:2.1.1.289	Cobalt-precorrin-7 (C(5))-methyltransferase (EC 2.1.1.289)	Herbaspirillum sp. CAH-3	250
M1SKY3_9PROT	EC:2.1.1.297	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	beta proteobacterium CB	150
C0QB16_DESAH	EC:2.1.1.297	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0AAE4K8L7_9BURK	EC:2.1.1.297	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	Herbaspirillum huttiense NC40101	250
A0A7Y5Y8L8_9MICC	EC:2.1.1.297	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	Pseudarthrobacter sp. C4D7	250
A0A0N0JU11_9PROT	EC:2.1.1.298	Ribosomal protein uL3 glutamine methyltransferase (uL3 MTase) (EC 2.1.1.298) (N5-glutamine methyltransferase PrmB)	beta proteobacterium AAP99	150
A0A542M435_9BURK	EC:2.1.1.298	Ribosomal protein uL3 glutamine methyltransferase (uL3 MTase) (EC 2.1.1.298) (N5-glutamine methyltransferase PrmB)	Herbaspirillum sp. SJZ107	250
A0A0N1AD40_9PROT	EC:2.1.1.33	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	beta proteobacterium AAP65	150
A0A542M0D5_9BURK	EC:2.1.1.33	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	Herbaspirillum sp. SJZ107	250
A0A5R8WBM1_9MICC	EC:2.1.1.33	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	Pseudarthrobacter sp. NamE2	250
A0A7Y6CZA3_9BURK	EC:2.1.1.37	DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37)	Herbaspirillum sp. C9C3	250
C5C730_MICLC	EC:2.1.1.37	DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37)	Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / CCM 169 / CCUG 5858 / IAM 1056 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230) (Micrococcus lysodeikticus)	250
A0A7L7W551_9MICC	EC:2.1.1.37	DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37)	Pseudarthrobacter sp. BIM B-2242	250
A0A0M9FG43_STRSU	EC:2.1.1.37	Cytosine-specific methyltransferase (EC 2.1.1.37)	Streptococcus suis	650
A0A0N0JMS2_9PROT	EC:2.1.1.45	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	beta proteobacterium AAP51	150
A0A5F0LP35_9BURK	EC:2.1.1.45	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	Herbaspirillum sp. 3C11	250
A0A7Y5Y731_9MICC	EC:2.1.1.45	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	Pseudarthrobacter sp. C4D7	250
TYSY_PSEAE	EC:2.1.1.45	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	250
A0A0N0JV51_9PROT	EC:2.1.1.61	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC (tRNA mnm(5)s(2)U biosynthesis bifunctional protein) [Includes: tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61); FAD-dependent cmnm(5)s(2)U34 oxidoreductase (EC 1.5.-.-)]	beta proteobacterium AAP99	150
A0A7W8KSG6_9BURK	EC:2.1.1.61	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC (tRNA mnm(5)s(2)U biosynthesis bifunctional protein) [Includes: tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61); FAD-dependent cmnm(5)s(2)U34 oxidoreductase (EC 1.5.-.-)]	Herbaspirillum sp. SJZ102	250
D5VNG6_CAUST	EC:2.1.1.61	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC (tRNA mnm(5)s(2)U biosynthesis bifunctional protein) [Includes: tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61); FAD-dependent cmnm(5)s(2)U34 oxidoreductase (EC 1.5.-.-)]	Caulobacter segnis (strain ATCC 21756 / DSM 7131 / JCM 7823 / NBRC 15250 / LMG 17158 / TK0059) (Mycoplana segnis)	150
A0A1A8XQ77_9RHOO	EC:2.1.1.61	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC (EC 1.5.-.-, EC 2.1.1.61)	Candidatus Propionivibrio aalborgensis	150
MNMC_PSE14	EC:2.1.1.61	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC (tRNA mnm(5)s(2)U biosynthesis bifunctional protein) [Includes: tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61); FAD-dependent cmnm(5)s(2)U34 oxidoreductase (EC 1.5.-.-)]	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	250
A0A0A0WME9_BACMY	EC:2.1.1.63	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)	Bacillus mycoides	650
B6BU06_9PROT	EC:2.1.1.63	6-O-methylguanine DNA methyltransferase (EC 2.1.1.63)	beta proteobacterium KB13	150
A0A5F0LWD9_9BURK	EC:2.1.1.63	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)	Herbaspirillum sp. 3C11	250
A0A6B8KHI3_9HYPH	EC:2.1.1.63	Methylated-DNA--[protein]-cysteine S-methyltransferase (EC 2.1.1.63)	Methylocystis heyeri	650
A0AAP5T568_9MICC	EC:2.1.1.63	Methylated-DNA--[protein]-cysteine S-methyltransferase (EC 2.1.1.63)	Micrococcus yunnanensis	650
A0A0N0J8Z5_9PROT	EC:2.1.1.64	Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)	beta proteobacterium AAP51	150
C0QGK4_DESAH	EC:2.1.1.64	3-demethylubiquinone-9 3-methyltransferase (EC 2.1.1.64)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0AAI9N523_9BURK	EC:2.1.1.64	Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)	Herbaspirillum frisingense GSF30	250
J3C3F4_9BURK	EC:2.1.1.67	Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase)	Herbaspirillum sp. YR522	250
M1RT90_9PROT	EC:2.1.1.72	site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	beta proteobacterium CB	150
E1YFW6_9BACT	EC:2.1.1.72	site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	uncultured Desulfobacterium sp	150
A0A7V8FWB6_9BURK	EC:2.1.1.72	site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	Herbaspirillum frisingense	650
A0A365CXV3_9MICC	EC:2.1.1.72	site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	Pseudarthrobacter sp. AG30	250
M1SVP3_9PROT	EC:2.1.1.77	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)	beta proteobacterium CB	150
C0QLD6_DESAH	EC:2.1.1.77	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase) (PIMT)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A6M3ZTA4_9BURK	EC:2.1.1.77	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase) (PIMT)	Herbaspirillum rubrisubalbicans Os34	250
B6BTU1_9PROT	EC:2.1.1.79	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)	beta proteobacterium KB13	150
C0QIG5_DESAH	EC:2.1.1.79	CdfA (EC 2.1.1.79)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
D8J118_HERSS	EC:2.1.1.79	Cyclopropane-fatty-acyl-phospholipid synthase protein (EC 2.1.1.79)	Herbaspirillum seropedicae (strain SmR1)	250
A0A1A8Y2R8_9RHOO	EC:2.1.1.79	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)	Candidatus Propionivibrio aalborgensis	150
B8H9L9_PSECP	EC:2.1.1.79	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)	Pseudarthrobacter chlorophenolicus (strain ATCC 700700 / DSM 12829 / CIP 107037 / JCM 12360 / KCTC 9906 / NCIMB 13794 / A6) (Arthrobacter chlorophenolicus)	250
A0A0N0J8F8_9PROT	EC:2.1.1.80	Chemotaxis protein methyltransferase (EC 2.1.1.80)	beta proteobacterium AAP51	150
C0Q917_DESAH	EC:2.1.1.80	protein-glutamate O-methyltransferase (EC 2.1.1.80)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0AAJ2LQ70_9BURK	EC:2.1.1.80	Chemotaxis protein methyltransferase (EC 2.1.1.80)	Herbaspirillum huttiense	650
A0AAW8ND90_PSEOX	EC:2.1.1.95	Tocopherol O-methyltransferase (EC 2.1.1.95)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
B6BUH5_9PROT	EC:2.1.2.1	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	beta proteobacterium KB13	150
A0A923CVW2_9BACT	EC:2.1.2.1	Serine hydroxymethyltransferase (EC 2.1.2.1)	Desulfobacterium sp	650
A0A6M3ZP81_9BURK	EC:2.1.2.1	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	Herbaspirillum rubrisubalbicans Os34	250
A0A0U3Q3X8_9MICC	EC:2.1.2.1	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	Pseudarthrobacter sulfonivorans	650
A0A0N1L005_9PROT	EC:2.1.2.10	aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	beta proteobacterium AAP65	150
C0QGU5_DESAH	EC:2.1.2.10	GcvT (EC 2.1.2.10)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A5R8VHE1_9MICC	EC:2.1.2.10	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	Pseudarthrobacter sp. NamB4	250
B6BWL7_9PROT	EC:2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	beta proteobacterium KB13	150
A0A1W9U551_9BACT	EC:2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	Desulfobacterium sp. 4572_20	250
A0A839VLL9_9BURK	EC:2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	Herbaspirillum sp. Sphag64	250
A0A7Y6D2H6_9MICC	EC:2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	Pseudarthrobacter sp. C4D7	250
PANB_ECTM1	EC:2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	Ectopseudomonas mendocina (strain ymp) (Pseudomonas mendocina)	150
A0A0N0JCG2_9PROT	EC:2.1.2.2	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	beta proteobacterium AAP65	150
A0A1W9U151_9BACT	EC:2.1.2.2	phosphoribosylglycinamide formyltransferase 1 (EC 2.1.2.2)	Desulfobacterium sp. 4572_20	250
A0A7Y6CZU9_9BURK	EC:2.1.2.2	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	Herbaspirillum sp. C9C3	250
A0A7G6WIS4_9MICC	EC:2.1.2.2	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	Pseudarthrobacter sp. NBSH8	250
M1T653_9PROT	EC:2.1.2.3	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	beta proteobacterium CB	150
A0A2A3Z971_9MICO	EC:2.1.2.3	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	Brevibacterium aurantiacum	650
C0QLS6_DESAH	EC:2.1.2.3	PurH1 (EC 2.1.2.3, EC 3.5.4.10)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0AAE4K2F6_9BURK	EC:2.1.2.3	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	Herbaspirillum huttiense NC40101	250
A0A5R8VK62_9MICC	EC:2.1.2.3	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	Pseudarthrobacter sp. NamB4	250
PUR9_PSESM	EC:2.1.2.3	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	250
C0QDV1_DESAH	EC:2.1.2.5	Formimidoyltransferase-cyclodeaminase (EC 2.1.2.5) (EC 4.3.1.4) (Formiminotransferase-cyclodeaminase)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
M1SFD2_9PROT	EC:2.1.2.9	methionyl-tRNA formyltransferase (EC 2.1.2.9)	beta proteobacterium CB	150
C0QI56_DESAH	EC:2.1.2.9	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A7W8KMA4_9BURK	EC:2.1.2.9	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	Herbaspirillum sp. SJZ102	250
A0A7G6WK22_9MICC	EC:2.1.2.9	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	Pseudarthrobacter sp. NBSH8	250
B6BUR2_9PROT	EC:2.1.3.2	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	beta proteobacterium KB13	150
A0A1W9U564_9BACT	EC:2.1.3.2	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	Desulfobacterium sp. 4572_20	250
A0A839VH82_9BURK	EC:2.1.3.2	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	Herbaspirillum sp. Sphag64	250
A0A5R8WFR1_9MICC	EC:2.1.3.2	Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	Pseudarthrobacter sp. NamE2	250
C0QIB0_DESAH	EC:2.1.3.3	Ornithine carbamoyltransferase (EC 2.1.3.3)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A365D3V9_9MICC	EC:2.1.3.3	Ornithine carbamoyltransferase (OTCase) (EC 2.1.3.3)	Pseudarthrobacter sp. AG30	250
B6BWC4_9PROT	EC:2.10.1.1	Molybdopterin molybdenumtransferase (EC 2.10.1.1)	beta proteobacterium KB13	150
A0A1W9U3G3_9BACT	EC:2.10.1.1	Molybdopterin molybdenumtransferase (EC 2.10.1.1)	Desulfobacterium sp. 4572_20	250
A0A225SXN2_9BURK	EC:2.10.1.1	Molybdopterin molybdenumtransferase (EC 2.10.1.1)	Herbaspirillum aquaticum	650
A0A0U3QAR0_9MICC	EC:2.10.1.1	Molybdopterin molybdenumtransferase (EC 2.10.1.1)	Pseudarthrobacter sulfonivorans	650
A0AAE3WKI8_BACPU	EC:2.2.1.1	Transketolase (EC 2.2.1.1)	Bacillus pumilus (Bacillus mesentericus)	250
B6BTL3_9PROT	EC:2.2.1.1	Transketolase (EC 2.2.1.1)	beta proteobacterium KB13	150
E1YM20_9BACT	EC:2.2.1.1	Transketolase (EC 2.2.1.1)	uncultured Desulfobacterium sp	150
A0A7W8KNL7_9BURK	EC:2.2.1.1	Transketolase (EC 2.2.1.1)	Herbaspirillum sp. SJZ102	250
A0A5R8WC33_9MICC	EC:2.2.1.1	Transketolase (EC 2.2.1.1)	Pseudarthrobacter sp. NamE2	250
B3RBL1_CUPTR	EC:2.2.1.1	Transketolase (EC 2.2.1.1)	Cupriavidus taiwanensis (strain DSM 17343 / BCRC 17206 / CCUG 44338 / CIP 107171 / LMG 19424 / R1) (Ralstonia taiwanensis (strain LMG 19424))	150
A0A0N1AB88_9PROT	EC:2.2.1.2	Transaldolase (EC 2.2.1.2)	beta proteobacterium AAP65	150
A0A1W9U598_9BACT	EC:2.2.1.2	Probable transaldolase (EC 2.2.1.2)	Desulfobacterium sp. 4572_20	250
A0AAI9N3F6_9BURK	EC:2.2.1.2	Transaldolase (EC 2.2.1.2)	Herbaspirillum frisingense GSF30	250
A0A4Y6QWM0_9MICC	EC:2.2.1.2	Transaldolase (EC 2.2.1.2)	Pseudarthrobacter sp. NIBRBAC000502772	250
TAL_PSEA7	EC:2.2.1.2	Transaldolase (EC 2.2.1.2)	Pseudomonas aeruginosa (strain PA7)	250
A0A2T7BXE0_9STAP	EC:2.2.1.2	Transaldolase (EC 2.2.1.2)	Staphylococcus arlettae	650
